id,add01,title01,add02,title
2,"""",Ariel,"""","""Ariel"""
5,"""",Four Rooms,"""","""Four Rooms"""
6,"""",Judgment Night,"""","""Judgment Night"""
11,"""",Star Wars,"""","""Star Wars"""
12,"""",Finding Nemo,"""","""Finding Nemo"""
13,"""",Forrest Gump,"""","""Forrest Gump"""
14,"""",American Beauty,"""","""American Beauty"""
15,"""",Citizen Kane,"""","""Citizen Kane"""
16,"""",Dancer in the Dark,"""","""Dancer in the Dark"""
18,"""",The Fifth Element,"""","""The Fifth Element"""
19,"""",Metropolis,"""","""Metropolis"""
20,"""",My Life Without Me,"""","""My Life Without Me"""
21,"""",The Endless Summer,"""","""The Endless Summer"""
22,"""",Pirates of the Caribbean: The Curse of the Black Pearl,"""","""Pirates of the Caribbean: The Curse of the Black Pearl"""
24,"""",Kill Bill: Vol. 1,"""","""Kill Bill: Vol. 1"""
25,"""",Jarhead,"""","""Jarhead"""
26,"""",Walk on Water,"""","""Walk on Water"""
28,"""",Apocalypse Now,"""","""Apocalypse Now"""
33,"""",Unforgiven,"""","""Unforgiven"""
35,"""",The Simpsons Movie,"""","""The Simpsons Movie"""
38,"""",Eternal Sunshine of the Spotless Mind,"""","""Eternal Sunshine of the Spotless Mind"""
55,"""",Amores perros,"""","""Amores perros"""
58,"""",Pirates of the Caribbean: Dead Man's Chest,"""","""Pirates of the Caribbean: Dead Man's Chest"""
59,"""",A History of Violence,"""","""A History of Violence"""
62,"""",2001: A Space Odyssey,"""","""2001: A Space Odyssey"""
63,"""",Twelve Monkeys,"""","""Twelve Monkeys"""
64,"""",Talk to Her,"""","""Talk to Her"""
65,"""",8 Mile,"""","""8 Mile"""
66,"""",Absolute Power,"""","""Absolute Power"""
67,"""",Paradise Now,"""","""Paradise Now"""
68,"""",Brazil,"""","""Brazil"""
69,"""",Walk the Line,"""","""Walk the Line"""
70,"""",Million Dollar Baby,"""","""Million Dollar Baby"""
71,"""",Billy Elliot,"""","""Billy Elliot"""
73,"""",American History X,"""","""American History X"""
74,"""",War of the Worlds,"""","""War of the Worlds"""
75,"""",Mars Attacks!,"""","""Mars Attacks!"""
76,"""",Before Sunrise,"""","""Before Sunrise"""
77,"""",Memento,"""","""Memento"""
78,"""",Blade Runner,"""","""Blade Runner"""
79,"""",Hero,"""","""Hero"""
80,"""",Before Sunset,"""","""Before Sunset"""
81,"""",Nausicaä of the Valley of the Wind,"""","""Nausicaä of the Valley of the Wind"""
82,"""",Miami Vice,"""","""Miami Vice"""
83,"""",Open Water,"""","""Open Water"""
85,"""",Raiders of the Lost Ark,"""","""Raiders of the Lost Ark"""
86,"""",The Elementary Particles,"""","""The Elementary Particles"""
87,"""",Indiana Jones and the Temple of Doom,"""","""Indiana Jones and the Temple of Doom"""
88,"""",Dirty Dancing,"""","""Dirty Dancing"""
89,"""",Indiana Jones and the Last Crusade,"""","""Indiana Jones and the Last Crusade"""
90,"""",Beverly Hills Cop,"""","""Beverly Hills Cop"""
93,"""",Anatomy of a Murder,"""","""Anatomy of a Murder"""
95,"""",Armageddon,"""","""Armageddon"""
96,"""",Beverly Hills Cop II,"""","""Beverly Hills Cop II"""
97,"""",Tron,"""","""Tron"""
98,"""",Gladiator,"""","""Gladiator"""
99,"""",All About My Mother,"""","""All About My Mother"""
100,"""","Lock, Stock and Two Smoking Barrels","""","""Lock, Stock and Two Smoking Barrels"""
101,"""",Leon: The Professional,"""","""Leon: The Professional"""
103,"""",Taxi Driver,"""","""Taxi Driver"""
104,"""",Run Lola Run,"""","""Run Lola Run"""
105,"""",Back to the Future,"""","""Back to the Future"""
106,"""",Predator,"""","""Predator"""
107,"""",Snatch,"""","""Snatch"""
108,"""",Three Colors: Blue,"""","""Three Colors: Blue"""
109,"""",Three Colors: White,"""","""Three Colors: White"""
110,"""",Three Colors: Red,"""","""Three Colors: Red"""
111,"""",Scarface,"""","""Scarface"""
112,"""",Italian for Beginners,"""","""Italian for Beginners"""
113,"""","Spring, Summer, Fall, Winter... and Spring","""","""Spring, Summer, Fall, Winter... and Spring"""
114,"""",Pretty Woman,"""","""Pretty Woman"""
115,"""",The Big Lebowski,"""","""The Big Lebowski"""
116,"""",Match Point,"""","""Match Point"""
117,"""",The Untouchables,"""","""The Untouchables"""
118,"""",Charlie and the Chocolate Factory,"""","""Charlie and the Chocolate Factory"""
120,"""",The Lord of the Rings: The Fellowship of the Ring,"""","""The Lord of the Rings: The Fellowship of the Ring"""
121,"""",The Lord of the Rings: The Two Towers,"""","""The Lord of the Rings: The Two Towers"""
122,"""",The Lord of the Rings: The Return of the King,"""","""The Lord of the Rings: The Return of the King"""
123,"""",The Lord of the Rings,"""","""The Lord of the Rings"""
128,"""",Princess Mononoke,"""","""Princess Mononoke"""
129,"""",Spirited Away,"""","""Spirited Away"""
132,"""",The Rolling Stones: Gimme Shelter,"""","""The Rolling Stones: Gimme Shelter"""
134,"""","O Brother, Where Art Thou?","""","""O Brother, Where Art Thou?"""
135,"""",Dont Look Back,"""","""Dont Look Back"""
136,"""",Freaks,"""","""Freaks"""
137,"""",Groundhog Day,"""","""Groundhog Day"""
138,"""",Dracula,"""","""Dracula"""
139,"""",Mifune,"""","""Mifune"""
140,"""",Bad Education,"""","""Bad Education"""
141,"""",Donnie Darko,"""","""Donnie Darko"""
142,"""",Brokeback Mountain,"""","""Brokeback Mountain"""
143,"""",All Quiet on the Western Front,"""","""All Quiet on the Western Front"""
144,"""",Wings of Desire,"""","""Wings of Desire"""
145,"""",Breaking the Waves,"""","""Breaking the Waves"""
146,"""","Crouching Tiger, Hidden Dragon","""","""Crouching Tiger, Hidden Dragon"""
147,"""",The 400 Blows,"""","""The 400 Blows"""
148,"""",The Secret Life of Words,"""","""The Secret Life of Words"""
149,"""",Akira,"""","""Akira"""
150,"""",48 Hrs.,"""","""48 Hrs."""
152,"""",Star Trek: The Motion Picture,"""","""Star Trek: The Motion Picture"""
153,"""",Lost in Translation,"""","""Lost in Translation"""
154,"""",Star Trek II: The Wrath of Khan,"""","""Star Trek II: The Wrath of Khan"""
155,"""",The Dark Knight,"""","""The Dark Knight"""
156,"""",Wilbur Wants to Kill Himself,"""","""Wilbur Wants to Kill Himself"""
157,"""",Star Trek III: The Search for Spock,"""","""Star Trek III: The Search for Spock"""
158,"""",Knockin' on Heaven's Door,"""","""Knockin' on Heaven's Door"""
161,"""",Ocean's Eleven,"""","""Ocean's Eleven"""
162,"""",Edward Scissorhands,"""","""Edward Scissorhands"""
163,"""",Ocean's Twelve,"""","""Ocean's Twelve"""
164,"""",Breakfast at Tiffany's,"""","""Breakfast at Tiffany's"""
165,"""",Back to the Future Part II,"""","""Back to the Future Part II"""
167,"""",K-PAX,"""","""K-PAX"""
168,"""",Star Trek IV: The Voyage Home,"""","""Star Trek IV: The Voyage Home"""
169,"""",Predator 2,"""","""Predator 2"""
170,"""",28 Days Later,"""","""28 Days Later"""
172,"""",Star Trek V: The Final Frontier,"""","""Star Trek V: The Final Frontier"""
173,"""","20,000 Leagues Under the Sea","""","""20,000 Leagues Under the Sea"""
174,"""",Star Trek VI: The Undiscovered Country,"""","""Star Trek VI: The Undiscovered Country"""
175,"""",The Big Blue,"""","""The Big Blue"""
176,"""",Saw,"""","""Saw"""
177,"""",The Fisher King,"""","""The Fisher King"""
178,"""",Blown Away,"""","""Blown Away"""
179,"""",The Interpreter,"""","""The Interpreter"""
180,"""",Minority Report,"""","""Minority Report"""
182,"""",The Good German,"""","""The Good German"""
184,"""",Jackie Brown,"""","""Jackie Brown"""
185,"""",A Clockwork Orange,"""","""A Clockwork Orange"""
186,"""",Lucky Number Slevin,"""","""Lucky Number Slevin"""
187,"""",Sin City,"""","""Sin City"""
189,"""",Sin City: A Dame to Kill For,"""","""Sin City: A Dame to Kill For"""
192,"""",The Name of the Rose,"""","""The Name of the Rose"""
193,"""",Star Trek: Generations,"""","""Star Trek: Generations"""
194,"""",Amélie,"""","""Amélie"""
195,"""",Trouble in Paradise,"""","""Trouble in Paradise"""
196,"""",Back to the Future Part III,"""","""Back to the Future Part III"""
197,"""",Braveheart,"""","""Braveheart"""
198,"""",To Be or Not to Be,"""","""To Be or Not to Be"""
199,"""",Star Trek: First Contact,"""","""Star Trek: First Contact"""
200,"""",Star Trek: Insurrection,"""","""Star Trek: Insurrection"""
201,"""",Star Trek: Nemesis,"""","""Star Trek: Nemesis"""
203,"""",Mean Streets,"""","""Mean Streets"""
204,"""",The Wages of Fear,"""","""The Wages of Fear"""
205,"""",Hotel Rwanda,"""","""Hotel Rwanda"""
207,"""",Dead Poets Society,"""","""Dead Poets Society"""
212,"""",Arsenic and Old Lace,"""","""Arsenic and Old Lace"""
213,"""",North by Northwest,"""","""North by Northwest"""
214,"""",Saw III,"""","""Saw III"""
215,"""",Saw II,"""","""Saw II"""
216,"""",Ali: Fear Eats the Soul,"""","""Ali: Fear Eats the Soul"""
217,"""",Indiana Jones and the Kingdom of the Crystal Skull,"""","""Indiana Jones and the Kingdom of the Crystal Skull"""
218,"""",The Terminator,"""","""The Terminator"""
219,"""",Volver,"""","""Volver"""
220,"""",East of Eden,"""","""East of Eden"""
221,"""",Rebel Without a Cause,"""","""Rebel Without a Cause"""
222,"""",Berlin: Symphony of a Great City,"""","""Berlin: Symphony of a Great City"""
223,"""",Rebecca,"""","""Rebecca"""
226,"""",Boys Don't Cry,"""","""Boys Don't Cry"""
227,"""",The Outsiders,"""","""The Outsiders"""
228,"""",The Blue Angel,"""","""The Blue Angel"""
229,"""",Bride of Frankenstein,"""","""Bride of Frankenstein"""
231,"""",Syriana,"""","""Syriana"""
232,"""",Rumble Fish,"""","""Rumble Fish"""
233,"""",The Wanderers,"""","""The Wanderers"""
234,"""",The Cabinet of Dr. Caligari,"""","""The Cabinet of Dr. Caligari"""
235,"""",Stand by Me,"""","""Stand by Me"""
236,"""",Muriel's Wedding,"""","""Muriel's Wedding"""
238,"""",The Godfather,"""","""The Godfather"""
239,"""",Some Like It Hot,"""","""Some Like It Hot"""
240,"""",The Godfather: Part II,"""","""The Godfather: Part II"""
241,"""",Natural Born Killers,"""","""Natural Born Killers"""
242,"""",The Godfather: Part III,"""","""The Godfather: Part III"""
243,"""",High Fidelity,"""","""High Fidelity"""
244,"""",King Kong,"""","""King Kong"""
245,"""",About a Boy,"""","""About a Boy"""
246,"""",Zatoichi,"""","""Zatoichi"""
247,"""",The Killing,"""","""The Killing"""
248,"""",Pocketful of Miracles,"""","""Pocketful of Miracles"""
249,"""",The War of the Roses,"""","""The War of the Roses"""
250,"""",In China They Eat Dogs,"""","""In China They Eat Dogs"""
251,"""",Ghost,"""","""Ghost"""
252,"""",Willy Wonka & the Chocolate Factory,"""","""Willy Wonka & the Chocolate Factory"""
253,"""",Live and Let Die,"""","""Live and Let Die"""
254,"""",King Kong,"""","""King Kong"""
255,"""",Stolen Kisses,"""","""Stolen Kisses"""
257,"""",Oliver Twist,"""","""Oliver Twist"""
258,"""",Bed and Board,"""","""Bed and Board"""
259,"""",Love on the Run,"""","""Love on the Run"""
260,"""",The 39 Steps,"""","""The 39 Steps"""
261,"""",Cat on a Hot Tin Roof,"""","""Cat on a Hot Tin Roof"""
262,"""",The King of Comedy,"""","""The King of Comedy"""
266,"""",Contempt,"""","""Contempt"""
267,"""",Live Flesh,"""","""Live Flesh"""
268,"""",Batman,"""","""Batman"""
269,"""",Breathless,"""","""Breathless"""
272,"""",Batman Begins,"""","""Batman Begins"""
273,"""",The White Sound,"""","""The White Sound"""
274,"""",The Silence of the Lambs,"""","""The Silence of the Lambs"""
275,"""",Fargo,"""","""Fargo"""
276,"""",The Edukators,"""","""The Edukators"""
277,"""",Underworld,"""","""Underworld"""
278,"""",The Shawshank Redemption,"""","""The Shawshank Redemption"""
279,"""",Amadeus,"""","""Amadeus"""
280,"""",Terminator 2: Judgment Day,"""","""Terminator 2: Judgment Day"""
281,"""",Strange Days,"""","""Strange Days"""
284,"""",The Apartment,"""","""The Apartment"""
285,"""",Pirates of the Caribbean: At World's End,"""","""Pirates of the Caribbean: At World's End"""
287,"""",Bull Durham,"""","""Bull Durham"""
288,"""",High Noon,"""","""High Noon"""
289,"""",Casablanca,"""","""Casablanca"""
290,"""",Barton Fink,"""","""Barton Fink"""
291,"""",Riding Giants,"""","""Riding Giants"""
292,"""",Dave Chappelle's Block Party,"""","""Dave Chappelle's Block Party"""
293,"""",A River Runs Through It,"""","""A River Runs Through It"""
294,"""",Desert Hearts,"""","""Desert Hearts"""
296,"""",Terminator 3: Rise of the Machines,"""","""Terminator 3: Rise of the Machines"""
297,"""",Meet Joe Black,"""","""Meet Joe Black"""
298,"""",Ocean's Thirteen,"""","""Ocean's Thirteen"""
299,"""",Ocean's Eleven,"""","""Ocean's Eleven"""
300,"""",The Science of Sleep,"""","""The Science of Sleep"""
301,"""",Rio Bravo,"""","""Rio Bravo"""
302,"""",Swimming Pool,"""","""Swimming Pool"""
303,"""",Notorious,"""","""Notorious"""
306,"""",Beverly Hills Cop III,"""","""Beverly Hills Cop III"""
307,"""","Rome, Open City","""","""Rome, Open City"""
308,"""",Broken Flowers,"""","""Broken Flowers"""
309,"""",The Celebration,"""","""The Celebration"""
310,"""",Bruce Almighty,"""","""Bruce Almighty"""
311,"""",Once Upon a Time in America,"""","""Once Upon a Time in America"""
314,"""",Catwoman,"""","""Catwoman"""
315,"""","Faster, Pussycat! Kill! Kill!","""","""Faster, Pussycat! Kill! Kill!"""
316,"""",Grill Point,"""","""Grill Point"""
318,"""",The Million Dollar Hotel,"""","""The Million Dollar Hotel"""
319,"""",True Romance,"""","""True Romance"""
320,"""",Insomnia,"""","""Insomnia"""
321,"""",Mambo Italiano,"""","""Mambo Italiano"""
322,"""",Mystic River,"""","""Mystic River"""
326,"""",Snakes on a Plane,"""","""Snakes on a Plane"""
327,"""",Brother,"""","""Brother"""
329,"""",Jurassic Park,"""","""Jurassic Park"""
330,"""",The Lost World: Jurassic Park,"""","""The Lost World: Jurassic Park"""
331,"""",Jurassic Park III,"""","""Jurassic Park III"""
332,"""",Inspector Gadget,"""","""Inspector Gadget"""
334,"""",Magnolia,"""","""Magnolia"""
335,"""",Once Upon a Time in the West,"""","""Once Upon a Time in the West"""
336,"""","Duck, You Sucker","""","""Duck, You Sucker"""
337,"""",Monsieur Ibrahim,"""","""Monsieur Ibrahim"""
338,"""","Good bye, Lenin!","""","""Good bye, Lenin!"""
339,"""",Night on Earth,"""","""Night on Earth"""
340,"""",Everything is Illuminated,"""","""Everything is Illuminated"""
342,"""",Summer Storm,"""","""Summer Storm"""
343,"""",Harold and Maude,"""","""Harold and Maude"""
345,"""",Eyes Wide Shut,"""","""Eyes Wide Shut"""
346,"""",Seven Samurai,"""","""Seven Samurai"""
348,"""",Alien,"""","""Alien"""
350,"""",The Devil Wears Prada,"""","""The Devil Wears Prada"""
363,"""",Head-On,"""","""Head-On"""
364,"""",Batman Returns,"""","""Batman Returns"""
377,"""",A Nightmare on Elm Street,"""","""A Nightmare on Elm Street"""
378,"""",Raising Arizona,"""","""Raising Arizona"""
379,"""",Miller's Crossing,"""","""Miller's Crossing"""
380,"""",Rain Man,"""","""Rain Man"""
381,"""",To Catch a Thief,"""","""To Catch a Thief"""
383,"""",Mala Noche,"""","""Mala Noche"""
387,"""",Das Boot,"""","""Das Boot"""
388,"""",Inside Man,"""","""Inside Man"""
389,"""",12 Angry Men,"""","""12 Angry Men"""
391,"""",A Fistful of Dollars,"""","""A Fistful of Dollars"""
392,"""",Chocolat,"""","""Chocolat"""
393,"""",Kill Bill: Vol. 2,"""","""Kill Bill: Vol. 2"""
395,"""",AVP: Alien vs. Predator,"""","""AVP: Alien vs. Predator"""
396,"""",Who's Afraid of Virginia Woolf?,"""","""Who's Afraid of Virginia Woolf?"""
397,"""",French Kiss,"""","""French Kiss"""
398,"""",Capote,"""","""Capote"""
400,"""",Things to Do in Denver When You're Dead,"""","""Things to Do in Denver When You're Dead"""
401,"""",Garden State,"""","""Garden State"""
402,"""",Basic Instinct,"""","""Basic Instinct"""
403,"""",Driving Miss Daisy,"""","""Driving Miss Daisy"""
404,"""",The Straight Story,"""","""The Straight Story"""
405,"""",La Strada,"""","""La Strada"""
406,"""",La Haine,"""","""La Haine"""
408,"""",Snow White and the Seven Dwarfs,"""","""Snow White and the Seven Dwarfs"""
409,"""",The English Patient,"""","""The English Patient"""
411,"""","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","""","""The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"""
414,"""",Batman Forever,"""","""Batman Forever"""
415,"""",Batman & Robin,"""","""Batman & Robin"""
421,"""",The Life Aquatic with Steve Zissou,"""","""The Life Aquatic with Steve Zissou"""
422,"""",8½,"""","""8½"""
423,"""",The Pianist,"""","""The Pianist"""
424,"""",Schindler's List,"""","""Schindler's List"""
425,"""",Ice Age,"""","""Ice Age"""
426,"""",Vertigo,"""","""Vertigo"""
427,"""",Mon oncle,"""","""Mon oncle"""
429,"""","The Good, the Bad and the Ugly","""","""The Good, the Bad and the Ugly"""
430,"""","One, Two, Three","""","""One, Two, Three"""
431,"""",Cube,"""","""Cube"""
433,"""",Mary Poppins,"""","""Mary Poppins"""
435,"""",The Day After Tomorrow,"""","""The Day After Tomorrow"""
436,"""",Maria Full of Grace,"""","""Maria Full of Grace"""
437,"""",Cube²: Hypercube,"""","""Cube²: Hypercube"""
439,"""",La Dolce Vita,"""","""La Dolce Vita"""
440,"""",Aliens vs Predator: Requiem,"""","""Aliens vs Predator: Requiem"""
441,"""",Human Nature,"""","""Human Nature"""
445,"""",Caché,"""","""Caché"""
451,"""",Leaving Las Vegas,"""","""Leaving Las Vegas"""
452,"""",The Idiots,"""","""The Idiots"""
453,"""",A Beautiful Mind,"""","""A Beautiful Mind"""
454,"""",Romeo + Juliet,"""","""Romeo + Juliet"""
455,"""",Bend It Like Beckham,"""","""Bend It Like Beckham"""
462,"""",Erin Brockovich,"""","""Erin Brockovich"""
464,"""",As It Is in Heaven,"""","""As It Is in Heaven"""
466,"""",Klute,"""","""Klute"""
467,"""",The Hole,"""","""The Hole"""
468,"""",My Own Private Idaho,"""","""My Own Private Idaho"""
469,"""",Stranger Than Paradise,"""","""Stranger Than Paradise"""
470,"""",21 Grams,"""","""21 Grams"""
473,"""",Pi,"""","""Pi"""
475,"""",Bonnie and Clyde,"""","""Bonnie and Clyde"""
476,"""",Drugstore Cowboy,"""","""Drugstore Cowboy"""
479,"""",Shaft,"""","""Shaft"""
480,"""",Monsoon Wedding,"""","""Monsoon Wedding"""
482,"""",Shaft,"""","""Shaft"""
483,"""",Wild at Heart,"""","""Wild at Heart"""
488,"""",The African Queen,"""","""The African Queen"""
489,"""",Good Will Hunting,"""","""Good Will Hunting"""
490,"""",The Seventh Seal,"""","""The Seventh Seal"""
492,"""",Being John Malkovich,"""","""Being John Malkovich"""
496,"""",Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"""","""Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan"""
497,"""",The Green Mile,"""","""The Green Mile"""
500,"""",Reservoir Dogs,"""","""Reservoir Dogs"""
501,"""",Grizzly Man,"""","""Grizzly Man"""
502,"""",Fail-Safe,"""","""Fail-Safe"""
503,"""",Poseidon,"""","""Poseidon"""
504,"""",Monster,"""","""Monster"""
506,"""",Marnie,"""","""Marnie"""
507,"""",Killing Zoe,"""","""Killing Zoe"""
508,"""",Love Actually,"""","""Love Actually"""
509,"""",Notting Hill,"""","""Notting Hill"""
510,"""",One Flew Over the Cuckoo's Nest,"""","""One Flew Over the Cuckoo's Nest"""
512,"""",Scoop,"""","""Scoop"""
513,"""",Fire,"""","""Fire"""
521,"""",Dial M for Murder,"""","""Dial M for Murder"""
522,"""",Ed Wood,"""","""Ed Wood"""
524,"""",Casino,"""","""Casino"""
525,"""",The Blues Brothers,"""","""The Blues Brothers"""
526,"""",Ladyhawke,"""","""Ladyhawke"""
527,"""",Once Were Warriors,"""","""Once Were Warriors"""
530,"""",A Grand Day Out,"""","""A Grand Day Out"""
531,"""",The Wrong Trousers,"""","""The Wrong Trousers"""
532,"""",A Close Shave,"""","""A Close Shave"""
533,"""",The Curse of the Were-Rabbit,"""","""The Curse of the Were-Rabbit"""
534,"""",Terminator Salvation,"""","""Terminator Salvation"""
535,"""",Flashdance,"""","""Flashdance"""
539,"""",Psycho,"""","""Psycho"""
541,"""",The Man with the Golden Arm,"""","""The Man with the Golden Arm"""
542,"""",The Crime of Padre Amaro,"""","""The Crime of Padre Amaro"""
543,"""",Blackmail,"""","""Blackmail"""
544,"""",There's Something About Mary,"""","""There's Something About Mary"""
546,"""",Transamerica,"""","""Transamerica"""
547,"""",The Horse Whisperer,"""","""The Horse Whisperer"""
548,"""",Rashomon,"""","""Rashomon"""
549,"""",Basquiat,"""","""Basquiat"""
550,"""",Fight Club,"""","""Fight Club"""
551,"""",The Poseidon Adventure,"""","""The Poseidon Adventure"""
552,"""",Bread and Tulips,"""","""Bread and Tulips"""
553,"""",Dogville,"""","""Dogville"""
557,"""",Spider-Man,"""","""Spider-Man"""
558,"""",Spider-Man 2,"""","""Spider-Man 2"""
559,"""",Spider-Man 3,"""","""Spider-Man 3"""
561,"""",Constantine,"""","""Constantine"""
562,"""",Die Hard,"""","""Die Hard"""
563,"""",Starship Troopers,"""","""Starship Troopers"""
564,"""",The Mummy,"""","""The Mummy"""
565,"""",The Ring,"""","""The Ring"""
567,"""",Rear Window,"""","""Rear Window"""
568,"""",Apollo 13,"""","""Apollo 13"""
571,"""",The Birds,"""","""The Birds"""
573,"""",Frenzy,"""","""Frenzy"""
574,"""",The Man Who Knew Too Much,"""","""The Man Who Knew Too Much"""
575,"""",The Experiment,"""","""The Experiment"""
576,"""",The Wild Bunch,"""","""The Wild Bunch"""
577,"""",To Die For,"""","""To Die For"""
578,"""",Jaws,"""","""Jaws"""
579,"""",Jaws 2,"""","""Jaws 2"""
580,"""",Jaws: The Revenge,"""","""Jaws: The Revenge"""
581,"""",Dances with Wolves,"""","""Dances with Wolves"""
582,"""",The Lives of Others,"""","""The Lives of Others"""
583,"""",Life of Brian,"""","""Life of Brian"""
584,"""",2 Fast 2 Furious,"""","""2 Fast 2 Furious"""
585,"""","Monsters, Inc.","""","""Monsters, Inc."""
586,"""",Wag the Dog,"""","""Wag the Dog"""
587,"""",Big Fish,"""","""Big Fish"""
588,"""",Silent Hill,"""","""Silent Hill"""
590,"""",The Hours,"""","""The Hours"""
591,"""",The Da Vinci Code,"""","""The Da Vinci Code"""
592,"""",The Conversation,"""","""The Conversation"""
593,"""",Solaris,"""","""Solaris"""
594,"""",The Terminal,"""","""The Terminal"""
595,"""",To Kill a Mockingbird,"""","""To Kill a Mockingbird"""
596,"""",The Grapes of Wrath,"""","""The Grapes of Wrath"""
597,"""",Titanic,"""","""Titanic"""
598,"""",City of God,"""","""City of God"""
599,"""",Sunset Boulevard,"""","""Sunset Boulevard"""
600,"""",Full Metal Jacket,"""","""Full Metal Jacket"""
601,"""",E.T. the Extra-Terrestrial,"""","""E.T. the Extra-Terrestrial"""
602,"""",Independence Day,"""","""Independence Day"""
603,"""",The Matrix,"""","""The Matrix"""
604,"""",The Matrix Reloaded,"""","""The Matrix Reloaded"""
605,"""",The Matrix Revolutions,"""","""The Matrix Revolutions"""
606,"""",Out of Africa,"""","""Out of Africa"""
607,"""",Men in Black,"""","""Men in Black"""
608,"""",Men in Black II,"""","""Men in Black II"""
609,"""",Poltergeist,"""","""Poltergeist"""
612,"""",Munich,"""","""Munich"""
613,"""",Downfall,"""","""Downfall"""
614,"""",Wild Strawberries,"""","""Wild Strawberries"""
615,"""",The Passion of the Christ,"""","""The Passion of the Christ"""
616,"""",The Last Samurai,"""","""The Last Samurai"""
617,"""",Wild Things,"""","""Wild Things"""
618,"""",The Birth of a Nation,"""","""The Birth of a Nation"""
619,"""",The Bodyguard,"""","""The Bodyguard"""
620,"""",Ghostbusters,"""","""Ghostbusters"""
621,"""",Grease,"""","""Grease"""
622,"""",The Ninth Gate,"""","""The Ninth Gate"""
623,"""",A Fish Called Wanda,"""","""A Fish Called Wanda"""
624,"""",Easy Rider,"""","""Easy Rider"""
625,"""",The Killing Fields,"""","""The Killing Fields"""
626,"""",Un chien andalou,"""","""Un chien andalou"""
627,"""",Trainspotting,"""","""Trainspotting"""
628,"""",Interview with the Vampire,"""","""Interview with the Vampire"""
629,"""",The Usual Suspects,"""","""The Usual Suspects"""
630,"""",The Wizard of Oz,"""","""The Wizard of Oz"""
631,"""",Sunrise: A Song of Two Humans,"""","""Sunrise: A Song of Two Humans"""
632,"""",Stalag 17,"""","""Stalag 17"""
633,"""",Soldier of Orange,"""","""Soldier of Orange"""
634,"""",Bridget Jones's Diary,"""","""Bridget Jones's Diary"""
635,"""",Angel Heart,"""","""Angel Heart"""
636,"""",THX 1138,"""","""THX 1138"""
637,"""",Life Is Beautiful,"""","""Life Is Beautiful"""
638,"""",Lost Highway,"""","""Lost Highway"""
639,"""",When Harry Met Sally...,"""","""When Harry Met Sally..."""
640,"""",Catch Me If You Can,"""","""Catch Me If You Can"""
641,"""",Requiem for a Dream,"""","""Requiem for a Dream"""
642,"""",Butch Cassidy and the Sundance Kid,"""","""Butch Cassidy and the Sundance Kid"""
643,"""",Battleship Potemkin,"""","""Battleship Potemkin"""
644,"""",A.I. Artificial Intelligence,"""","""A.I. Artificial Intelligence"""
646,"""",Dr. No,"""","""Dr. No"""
647,"""",Final Fantasy VII: Advent Children,"""","""Final Fantasy VII: Advent Children"""
648,"""",Beauty and the Beast,"""","""Beauty and the Beast"""
649,"""",Belle de Jour,"""","""Belle de Jour"""
650,"""",Boyz n the Hood,"""","""Boyz n the Hood"""
651,"""",M*A*S*H,"""","""M*A*S*H"""
652,"""",Troy,"""","""Troy"""
653,"""",Nosferatu,"""","""Nosferatu"""
654,"""",On the Waterfront,"""","""On the Waterfront"""
655,"""","Paris, Texas","""","""Paris, Texas"""
657,"""",From Russia with Love,"""","""From Russia with Love"""
658,"""",Goldfinger,"""","""Goldfinger"""
659,"""",The Tin Drum,"""","""The Tin Drum"""
660,"""",Thunderball,"""","""Thunderball"""
661,"""",The Marriage of Maria Braun,"""","""The Marriage of Maria Braun"""
662,"""",La Jetée,"""","""La Jetée"""
663,"""",Saw IV,"""","""Saw IV"""
664,"""",Twister,"""","""Twister"""
665,"""",Ben-Hur,"""","""Ben-Hur"""
666,"""",Central Station,"""","""Central Station"""
667,"""",You Only Live Twice,"""","""You Only Live Twice"""
668,"""",On Her Majesty's Secret Service,"""","""On Her Majesty's Secret Service"""
669,"""",Nanook of the North,"""","""Nanook of the North"""
670,"""",Oldboy,"""","""Oldboy"""
671,"""",Harry Potter and the Philosopher's Stone,"""","""Harry Potter and the Philosopher's Stone"""
672,"""",Harry Potter and the Chamber of Secrets,"""","""Harry Potter and the Chamber of Secrets"""
673,"""",Harry Potter and the Prisoner of Azkaban,"""","""Harry Potter and the Prisoner of Azkaban"""
674,"""",Harry Potter and the Goblet of Fire,"""","""Harry Potter and the Goblet of Fire"""
675,"""",Harry Potter and the Order of the Phoenix,"""","""Harry Potter and the Order of the Phoenix"""
676,"""",Pearl Harbor,"""","""Pearl Harbor"""
678,"""",Out of the Past,"""","""Out of the Past"""
679,"""",Aliens,"""","""Aliens"""
680,"""",Pulp Fiction,"""","""Pulp Fiction"""
681,"""",Diamonds Are Forever,"""","""Diamonds Are Forever"""
682,"""",The Man with the Golden Gun,"""","""The Man with the Golden Gun"""
686,"""",Contact,"""","""Contact"""
687,"""",Dead Man Walking,"""","""Dead Man Walking"""
688,"""",The Bridges of Madison County,"""","""The Bridges of Madison County"""
690,"""",Pickpocket,"""","""Pickpocket"""
691,"""",The Spy Who Loved Me,"""","""The Spy Who Loved Me"""
